id,title,title_doiorg,title_openalex,authors,authors_doiorg,authors_openalex,authors_count_doiorg,authors_count_openalex,doi,venue,year,abstract_doiorg,abstract_openalex,primary_topic,keywords,concepts,Label
79,A Human-Centered Data-Driven Planner-Actor-Critic Architecture via Logic Programming.,A Human-Centered Data-Driven Planner-Actor-Critic Architecture via Logic Programming,A Human-Centered Data-Driven Planner-Actor-Critic Architecture via Logic Programming,"Daoming Lyu, Fangkai Yang, Bo Liu, Steven Gustafson","Daoming Lyu, Fangkai Yang, Bo Liu, Steven Gustafson","Daoming Lyu, Fangkai Yang, Bo Liu, Steven Gustafson",4,4,10.4204/eptcs.306.23,iclp,2019,,"Recent successes of Reinforcement Learning (RL) allow an agent to learn policies that surpass human experts but suffers from being time-hungry and data-hungry. By contrast, human learning is significantly faster because prior and general knowledge and multiple information resources are utilized. In this paper, we propose a Planner-Actor-Critic architecture for huMAN-centered planning and learning (PACMAN), where an agent uses its prior, high-level, deterministic symbolic knowledge to plan for goal-directed actions, and also integrates the Actor-Critic algorithm of RL to fine-tune its behavior towards both environmental rewards and human feedback. This work is the first unified framework where knowledge-based planning, RL, and human teaching jointly contribute to the policy learning of an agent. Our experiments demonstrate that PACMAN leads to a significant jump-start at the early stage of learning, converges rapidly and with small variance, and is robust to inconsistent, infrequent, and misleading feedback.","Logic, Reasoning, and Knowledge","Planner, Reinforcement learning, Computer science, Artificial intelligence, Plan (archaeology), Architecture, Variance (accounting), Machine learning, Human–computer interaction","Planner, Reinforcement learning, Computer science, Artificial intelligence, Plan (archaeology), Architecture, Variance (accounting), Machine learning, Human–computer interaction, Visual arts, Business, History, Accounting, Art, Archaeology",1
43,Geometric reasoning on the Traveling Salesperson Problem: comparing Answer Set Programming and Constraint Logic Programming Approaches.,New encodings of the (Euclidean) travelling salesperson problem in constraint answer set programming on difference logic,New encodings of the (Euclidean) travelling salesperson problem in constraint answer set programming on difference logic,"Alessandro Bertagnon, Marco Gavanelli","Alessandro Bertagnon, Marco Gavanelli","Bertagnon Alessandro, Marco Gavanelli",2,2,10.1093/logcom/exaf072,iclp,2023,"<jats:title>Abstract</jats:title>
                  <jats:p>The Travelling Salesperson Problem (TSP) is a very well-known problem in computer science. Many real-world instances belong to the class of Euclidean TSP, in which the nodes to be visited lie on the Euclidean plane, and additional information is available with respect to the generic TSP, i.e. the coordinates of the nodes to be visited are known. In previous publications, we showed that the additional available information can be exploited to speed up the search, both in Constraint Logic Programming (CLP) and in Answer Set Programming (ASP). Constraint ASP (CASP) is a framework that joins CLP and ASP, and it aims at combining the features of both languages. In this article, we address the (Euclidean) TSP in CASP, and more specifically in the clingo$[DL]$ language and solver. We propose new encodings for the TSP in clingo$[DL]$; the new encodings are applicable to the general TSP (also to instances that are not Euclidean) and show a speedup of several orders of magnitude with respect to previous encodings. A further speedup can be obtained in Euclidean instances by exploiting geometric reasoning.</jats:p>","Abstract The Travelling Salesperson Problem (TSP) is a very well-known problem in computer science. Many real-world instances belong to the class of Euclidean TSP, in which the nodes to be visited lie on the Euclidean plane, and additional information is available with respect to the generic TSP, i.e. the coordinates of the nodes to be visited are known. In previous publications, we showed that the additional available information can be exploited to speed up the search, both in Constraint Logic Programming (CLP) and in Answer Set Programming (ASP). Constraint ASP (CASP) is a framework that joins CLP and ASP, and it aims at combining the features of both languages. In this article, we address the (Euclidean) TSP in CASP, and more specifically in the clingo$[DL]$ language and solver. We propose new encodings for the TSP in clingo$[DL]$; the new encodings are applicable to the general TSP (also to instances that are not Euclidean) and show a speedup of several orders of magnitude with respect to previous encodings. A further speedup can be obtained in Euclidean instances by exploiting geometric reasoning.","Logic, Reasoning, and Knowledge","Speedup, Constraint logic programming, Joins, Set (abstract data type), Euclidean geometry, Constraint (computer-aided design), Class (philosophy), Constraint programming","Speedup, Computer science, Constraint logic programming, Joins, Set (abstract data type), Theoretical computer science, Euclidean geometry, Constraint (computer-aided design), Class (philosophy), Constraint programming, Answer set programming, Logic programming, Dynamic programming, Constraint satisfaction problem, Constraint satisfaction, Euclidean distance, Algorithm, Mathematics, Travelling salesman problem, Logic program, Satisfiability, Mathematical optimization, Euclidean distance matrix, Artificial intelligence",1
153,Exploiting the Full Power of Pearl&apos;s Causality in Probabilistic Logic Programming.,Logic,Logic,,,Ellery Eells,0,1,10.1017/cbo9780511570667.009,iclp,2022,,"The only symbolic logic used in this book is a small part of propositional logic, also called sentential logic or Boolean logic. In this appendix, I review the relevant part of this simple area of logic and clarify some notation and terminology. This appendix is not an introduction to logic; various important fine points and distinctions are not be mentioned. But I hope this will suffice as an introduction to the basic ideas in the elementary part of logic used in this book, and as a clarification of the logical terminology and symbols used in this book.",Medieval and Classical Philosophy,Computer science,Computer science,5
19,Counterexample-Guided Abstraction Refinement for Assumption-based Argumentation.,Counterexample-Guided Abstraction Refinement for Assumption-based Argumentation,Counterexample-Guided Abstraction Refinement for Assumption-based Argumentation,"Jean Marie Lagniez, Emmanuel Lonca, Jean-Guy Mailly","Jean Marie Lagniez, Emmanuel Lonca, Jean-Guy Mailly","Jean-Marie Lagniez, Emmanuel Lonca, Jean-Guy Mailly",3,3,10.24963/kr.2025/67,kr,2025,"<jats:p>Assumption-Based Argumentation (ABA) is a prominent formalism for structured argumentation, widely applied in domains such as healthcare, law, and robotics.

Despite its inherent computational complexity, ABA has seen the development of effective techniques that successfully address key tasks, including evaluating the acceptability of literals and computing framework extensions.

These approaches typically involve translating the initial ABA framework into an intermediate formalism, such as an Answer Set Program or an Abstract Argumentation Framework, which is then encoded into a Boolean satisfiability (SAT) problem.

However, this translation can lead to large and complex intermediate representations, posing challenges for state-of-the-art SAT solvers.

In this work, we propose a Counterexample-Guided Abstraction Refinement (CEGAR) approach that bypasses the initial translation step, at the cost of incrementally discovering certain ABA constraints that are not explicitly captured in the initial SAT encoding.

We analyze the performance of our method and demonstrate that it outperforms state-of-the-art approaches on specific problem classes, while remaining competitive with the best existing solvers more broadly.</jats:p>","Assumption-Based Argumentation (ABA) is a prominent formalism for structured argumentation, widely applied in domains such as healthcare, law, and robotics. Despite its inherent computational complexity, ABA has seen the development of effective techniques that successfully address key tasks, including evaluating the acceptability of literals and computing framework extensions. These approaches typically involve translating the initial ABA framework into an intermediate formalism, such as an Answer Set Program or an Abstract Argumentation Framework, which is then encoded into a Boolean satisfiability (SAT) problem. However, this translation can lead to large and complex intermediate representations, posing challenges for state-of-the-art SAT solvers. In this work, we propose a Counterexample-Guided Abstraction Refinement (CEGAR) approach that bypasses the initial translation step, at the cost of incrementally discovering certain ABA constraints that are not explicitly captured in the initial SAT encoding. We analyze the performance of our method and demonstrate that it outperforms state-of-the-art approaches on specific problem classes, while remaining competitive with the best existing solvers more broadly.",Multi-Agent Systems and Negotiation,"Abstraction, Argumentation theory, Formalism (music), Satisfiability, Key (lock), Boolean satisfiability problem, Set (abstract data type), Automated reasoning","Computer science, Abstraction, Argumentation theory, Formalism (music), Theoretical computer science, Satisfiability, Key (lock), Programming language, Boolean satisfiability problem, Set (abstract data type), Automated reasoning, Translation (biology), Predicate abstraction, Abstract interpretation, Program analysis, Argumentation framework, Artificial intelligence, Answer set programming, Semantics (computer science), Non-monotonic logic, Algorithm, Formal verification",2
526,Tractable Responsibility Measures for Ontology-Mediated Query Answering.,Tractable Responsibility Measures for Ontology-Mediated Query Answering,Tractable Responsibility Measures for Ontology-Mediated Query Answering,"Meghyn Bienvenu, Diego Figueira, Pierre Lafourcade","Meghyn Bienvenu, Diego Figueira, Pierre Lafourcade","Meghyn Bienvenu, Diego Figueira, Pierre Lafourcade",3,3,10.24963/kr.2025/16,kr,2025,"<jats:p>Recent work on quantitative approaches to explaining query

answers employs responsibility measures to assign scores to

facts in order to quantify their respective contributions

to obtaining a given answer. In this paper, we study the

complexity of computing such responsibility scores in the

setting of ontology-mediated query answering, focusing on a

very recently introduced family of Shapley-value-based

responsibility measures defined in terms of weighted sums

of minimal supports (WSMS). By exploiting results from the

database setting, we can show that such measures enjoy

polynomial data complexity for classes of ontology-mediated

queries that are first-order-rewritable, whereas the

problem becomes #P-hard when the ontology language can

encode reachability queries (via axioms like ∃R.A ⊑ A). To

better understand the tractability frontier, we next

explore the combined complexity of WSMS computation. We

prove that intractability applies already to atomic queries

if the ontology language supports conjunction, as well as

to unions of ‘well-behaved’ conjunctive queries, even in

the absence of an ontology. By contrast, our study yields

positive results for common DL-Lite dialects: by means of

careful analysis, we identify classes of structurally

restricted conjunctive queries (which intuitively disallow

undesirable interactions between query atoms) that admit

tractable WSMS computation.</jats:p>","Recent work on quantitative approaches to explaining query answers employs responsibility measures to assign scores to facts in order to quantify their respective contributions to obtaining a given answer. In this paper, we study the complexity of computing such responsibility scores in the setting of ontology-mediated query answering, focusing on a very recently introduced family of Shapley-value-based responsibility measures defined in terms of weighted sums of minimal supports (WSMS). By exploiting results from the database setting, we can show that such measures enjoy polynomial data complexity for classes of ontology-mediated queries that are first-order-rewritable, whereas the problem becomes #P-hard when the ontology language can encode reachability queries (via axioms like ∃R.A ⊑ A). To better understand the tractability frontier, we next explore the combined complexity of WSMS computation. We prove that intractability applies already to atomic queries if the ontology language supports conjunction, as well as to unions of ‘well-behaved’ conjunctive queries, even in the absence of an ontology. By contrast, our study yields positive results for common DL-Lite dialects: by means of careful analysis, we identify classes of structurally restricted conjunctive queries (which intuitively disallow undesirable interactions between query atoms) that admit tractable WSMS computation.",Semantic Web and Ontologies,"Conjunctive query, Boolean conjunctive query, Axiom, Query language, Ontology, ENCODE, Description logic, Measure (data warehouse), Query optimization","Conjunctive query, Computer science, Boolean conjunctive query, Axiom, Query language, Theoretical computer science, Ontology, ENCODE, Description logic, Measure (data warehouse), Query optimization, Order (exchange), Computational complexity theory, Polynomial hierarchy, Time complexity, Data integration, Query expansion, Information retrieval, Web query classification, Sargable, Class (philosophy), Reachability, SPARQL, Datalog, Efficient algorithm",4
459,"Demonstrating (Hybrid) Active Logic Documents and the Ciao Prolog Playground, and an Application to Verification Tutorials.","Demonstrating (Hybrid) Active Logic Documents and the Ciao Prolog Playground, and an Application to Verification Tutorials","Demonstrating (Hybrid) Active Logic Documents and the Ciao Prolog Playground, and an Application to Verification Tutorials","Daniela Ferreiro, José F. Morales, Salvador Abreu, Manuel V. Hermenegildo","Daniela Ferreiro, José F. Morales, Salvador Abreu, Manuel V. Hermenegildo","Daniela Ferreiro, José F. Morales, Salvador Abreu, Manuel V. Hermenegildo",4,4,10.4204/eptcs.385.33,iclp,2023,,"Active Logic Documents (ALD) are web pages which incorporate embedded Prolog engines that run locally within the browser. ALD offers both a very easy way to add click-to-run capabilities to any kind of teaching materials, independently of the tool used to generate them, as well as a tool-set for generating web-based materials with embedded examples and exercises. Both leverage on (components of) the Ciao Prolog Playground. We present a demonstration of the ALD approach and the Ciao Prolog Playground, as well as a recent extension to ALDs to facilitate the integration of other tools into the system for creating Hybrid Active Logic Documents (HALD). We also present a concrete application of these technologies to the creation of tutorials for a program verification tool.","Logic, programming, and type systems","Prolog, Computer science, Logic programming, Programming language, Extension (predicate logic)","Prolog, Computer science, Logic programming, Programming language, Extension (predicate logic)",3
400,Counterfactual Reasoning via Grounded Distance.,Counterfactual Reasoning via Grounded Distance,Counterfactual Reasoning via Grounded Distance,"Carlos Aguilera-Ventura, Andreas Herzig, Xinghan Liu, Emiliano Lorini","Carlos Aguilera-Ventura, Andreas Herzig, Xinghan Liu, Emiliano Lorini","Carlos Aguilera-Ventura, Andreas Herzig, Xinghan Liu, Emiliano Lorini",4,4,10.24963/kr.2023/1,kr,2023,"<jats:p>Conditional logics are usually interpreted in terms of closest world and minimal change. It relies on a measure of distance between worlds which is defined abstractly, i.e. as an element of the model. The typical example of a concrete measure in literature is the Hamming distance. We show that given countably infinite atomic propositions in the language, Hamming distance is not merely an example, but grounded for two arguably most important conditional logics, Lewis' VC and VCU. That means, a formula is satisfied in a VC (resp. VCU) model, if and only if it is satisfied in a VC (resp. VCU) model whose distance between worlds is Hammingian.</jats:p>","Conditional logics are usually interpreted in terms of closest world and minimal change. It relies on a measure of distance between worlds which is defined abstractly, i.e. as an element of the model. The typical example of a concrete measure in literature is the Hamming distance. We show that given countably infinite atomic propositions in the language, Hamming distance is not merely an example, but grounded for two arguably most important conditional logics, Lewis' VC and VCU. That means, a formula is satisfied in a VC (resp. VCU) model, if and only if it is satisfied in a VC (resp. VCU) model whose distance between worlds is Hammingian.","Logic, Reasoning, and Knowledge","Hamming distance, Hamming code, Measure (data warehouse), Counterfactual thinking, Possible world, Computer science, Mathematics, Discrete mathematics, Distance measures, Theoretical computer science, Algorithm, Artificial intelligence, Epistemology, Data mining, Block code, Philosophy","Hamming distance, Hamming code, Measure (data warehouse), Counterfactual thinking, Possible world, Computer science, Mathematics, Discrete mathematics, Distance measures, Theoretical computer science, Algorithm, Artificial intelligence, Epistemology, Data mining, Block code, Philosophy, Decoding methods",2
497,Pearce&apos;s Characterisation in an Epistemic Domain.,Pearce's Characterisation in an Epistemic Domain,Pearce's Characterisation in an Epistemic Domain,Ezgi Iraz Su,Ezgi Iraz Su,Ezgi Iraz Su,1,1,10.4204/eptcs.416.18,iclp,2024,,"Answer-set programming (ASP) is a successful problem-solving approach in logic-based AI. In ASP, problems are represented as declarative logic programs, and solutions are identified through their answer sets. Equilibrium logic (EL) is a general-purpose nonmonotonic reasoning formalism, based on a monotonic logic called here-and-there logic. EL was basically proposed by Pearce as a foundational framework of ASP. Epistemic specifications (ES) are extensions of ASP-programs with subjective literals. These new modal constructs in the ASP-language make it possible to check whether a regular literal of ASP is true in every (or some) answer-set of a program. ES-programs are interpreted by world-views, which are essentially collections of answer-sets. (Reflexive) autoepistemic logic is a nonmonotonic formalism, modeling self-belief (knowledge) of ideally rational agents. A relatively new semantics for ES is based on a combination of EL and (reflexive) autoepistemic logic. In this paper, we first propose an overarching framework in the epistemic ASP domain. We then establish a correspondence between existing (reflexive) (auto)epistemic equilibrium logics and our easily-adaptable comprehensive framework, building on Pearce's characterisation of answer-sets as equilibrium models. We achieve this by extending Ferraris' work on answer sets for propositional theories to the epistemic case and reveal the relationship between some ES-semantic proposals.","Epistemology, Ethics, and Metaphysics","Domain (mathematical analysis), Epistemology, Data science, Psychology, Computer science, Philosophy, Mathematics","Domain (mathematical analysis), Epistemology, Data science, Psychology, Computer science, Philosophy, Mathematics, Mathematical analysis",2
447,Reasoning about Qualitative Direction and Distance between Extended Objects using Answer Set Programming.,Reasoning about Qualitative Direction and Distance between Extended Objects using Answer Set Programming,Reasoning about Qualitative Direction and Distance between Extended Objects using Answer Set Programming,Yusuf Izmirlioglu,Yusuf Izmirlioglu,Yusuf Izmirlioglu,1,1,10.4204/eptcs.306.50,iclp,2019,,"In this thesis, we introduce a novel formal framework to represent and reason about qualitative direction and distance relations between extended objects using Answer Set Programming (ASP). We take Cardinal Directional Calculus (CDC) as a starting point and extend CDC with new sorts of constraints which involve defaults, preferences and negation. We call this extended version as nCDC. Then we further extend nCDC by augmenting qualitative distance relation and name this extension as nCDC+. For CDC, nCDC, nCDC+, we introduce an ASP-based general framework to solve consistency checking problems, address composition and inversion of qualitative spatial relations, infer unknown or missing relations between objects, and find a suitable configuration of objects which fulfills a given inquiry.","Logic, Reasoning, and Knowledge","Answer set programming, Cardinal direction, Spatial intelligence, Consistency (knowledge bases), Extension (predicate logic), Set (abstract data type), Relation (database), Qualitative reasoning","Answer set programming, Cardinal direction, Spatial intelligence, Computer science, Consistency (knowledge bases), Extension (predicate logic), Set (abstract data type), Relation (database), Theoretical computer science, Qualitative reasoning, Point (geometry), Spatial relation, Artificial intelligence, Algorithm, Mathematics, Inversion (geology), Conservative extension, Automated reasoning, Data integrity, Construct (python library), Logic programming, Object (grammar), Component (thermodynamics)",4
495,Learning Effect Axioms via Probabilistic Logic Programming.,Probabilistic Logic Programming Languages,Probabilistic Logic Programming Languages,Fabrizio Riguzzi,Fabrizio Riguzzi,Fabrizio Riguzzi,1,1,10.1201/9781003338192-2,iclp,2017,,"Probabilistic Logic Programming extends Logic Programming by enabling the representation of uncertain information by means of probability theory. Probabilistic Logic Programming is at the intersection of two wider research fields: the integration of logic and probability and Probabilistic Programming. Logic enables the representation of complex relations among entities while probability theory is useful for model uncertainty over attributes and relations. Combining the two is a very active field of study. Probabilistic Programming extends programming languages with probabilistic primitives that can be used to write complex probabilistic models. Algorithms for the inference and learning tasks are then provided automatically by the system. Probabilistic Logic programming is at the same time a logic language, with its knowledge representation capabilities, and a Turing complete language, with its computation capabilities, thus providing the best of both worlds. Since its birth, the field of Probabilistic Logic Programming has seen a steady increase of activity, with many proposals for languages and algorithms for inference and learning. Foundations of Probabilistic Logic Programming aims at providing an overview of the field with a special emphasis on languages under the Distribution Semantics, one of the most influential approaches. The book presents the main ideas for semantics, inference, and learning and highlights connections between the methods. Many examples of the book include a link to a page of the web application http://cplint.eu where the code can be run online.",Bayesian Modeling and Causal Inference,"Programming language, Probabilistic logic, Computer science, Logic programming, Artificial intelligence","Programming language, Probabilistic logic, Computer science, Logic programming, Artificial intelligence",2
452,On the Independencies Hidden in the Structure of a Probabilistic Logic Program.,On the Independencies Hidden in the Structure of a Probabilistic Logic Program,On the Independencies Hidden in the Structure of a Probabilistic Logic Program,"Kilian Rückschloß, Felix Weitkämper","Kilian Rückschloß, Felix Weitkämper","Kilian Rückschloß, Felix Weitkämper",2,2,10.4204/eptcs.385.17,iclp,2023,,"Pearl and Verma developed d-separation as a widely used graphical criterion to reason about the conditional independencies that are implied by the causal structure of a Bayesian network. As acyclic ground probabilistic logic programs correspond to Bayesian networks on their dependency graph, we can compute conditional independencies from d-separation in the latter. In the present paper, we generalize the reasoning above to the non-ground case. First, we abstract the notion of a probabilistic logic program away from external databases and probabilities to obtain so-called program structures. We then present a correct meta-interpreter that decides whether a certain conditional independence statement is implied by a program structure on a given external database. Finally, we give a fragment of program structures for which we obtain a completeness statement of our conditional independence oracle. We close with an experimental evaluation of our approach revealing that our meta-interpreter performs significantly faster than checking the definition of independence using exact inference in ProbLog 2.",Bayesian Modeling and Causal Inference,"Conditional independence, Bayesian network, Computer science, Probabilistic logic, Directed acyclic graph, Graphical model, Theoretical computer science, Dependency (UML), Inference, Independence (probability theory), Artificial intelligence, Programming language, Mathematics, Algorithm","Conditional independence, Bayesian network, Computer science, Probabilistic logic, Directed acyclic graph, Graphical model, Theoretical computer science, Dependency (UML), Inference, Independence (probability theory), Artificial intelligence, Programming language, Mathematics, Algorithm, Statistics",5
513,Explaining Decisions in ML Models: A Parameterized Complexity Analysis.,Explaining Decisions in ML Models: A Parameterized Complexity Analysis,Explaining Decisions in ML Models: A Parameterized Complexity Analysis,"Sebastian Ordyniak, Giacomo Paesani, Mateusz Rychlicki, Stefan Szeider","Sebastian Ordyniak, Giacomo Paesani, Mateusz Rychlicki, Stefan Szeider","Sebastian Ordyniak, Giacomo Paesani, Mateusz Rychlicki, Stefan Szeider",4,4,10.24963/kr.2024/53,kr,2024,"<jats:p>This paper presents a comprehensive theoretical investigation into the parameterized complexity of explanation problems in various machine learning (ML) models. Contrary to the prevalent black-box perception, our study focuses on models with transparent internal mechanisms. We address two principal types of explanation problems: abductive and contrastive, both in their local and global variants. Our analysis encompasses diverse ML models, including Decision Trees, Decision Sets, Decision Lists, Ordered Binary Decision Diagrams, Random Forests, and Boolean Circuits, and ensembles thereof, each offering unique explanatory challenges. This research fills a significant gap in explainable AI (XAI) by providing a foundational understanding of the complexities of generating explanations for these models.  This work provides insights vital for further research in the domain of XAI, contributing to the broader discourse on the necessity of transparency and accountability in AI systems.</jats:p>","This paper presents a comprehensive theoretical investigation into the parameterized complexity of explanation problems in various machine learning (ML) models. Contrary to the prevalent black-box perception, our study focuses on models with transparent internal mechanisms. We address two principal types of explanation problems: abductive and contrastive, both in their local and global variants. Our analysis encompasses diverse ML models, including Decision Trees, Decision Sets, Decision Lists, Ordered Binary Decision Diagrams, Random Forests, and Boolean Circuits, and ensembles thereof, each offering unique explanatory challenges. This research fills a significant gap in explainable AI (XAI) by providing a foundational understanding of the complexities of generating explanations for these models. This work provides insights vital for further research in the domain of XAI, contributing to the broader discourse on the necessity of transparency and accountability in AI systems.",Simulation Techniques and Applications,"Parameterized complexity, Computer science, Algorithm","Parameterized complexity, Computer science, Algorithm",1
20,Repairing General Game Descriptions.,Repairing General Game Descriptions,Repairing General Game Descriptions,"Yifan He, Munyque Mittelmann, Aniello Murano, Abdallah Saffidine, Michael Thielscher","Yifan He, Munyque Mittelmann, Aniello Murano, Abdallah Saffidine, Michael Thielscher","Yifan He, Munyque Mittelmann, Aniello Murano, Abdallah Saffidine, Michael Thielscher",5,5,10.24963/kr.2025/38,kr,2025,"<jats:p>The Game Description Language (GDL) is a widely used

formalism for specifying the rules of general games.

Writing correct GDL descriptions can be challenging,

especially for non-experts. Automated theorem proving has

been proposed to assist game design by verifying if a GDL

description satisfies desirable logical properties.

However, when a description is proved to be faulty, the

repair task itself can only be done manually. Motivated by

the work on repairing unsolvable planning domain

descriptions, we define a more general problem of finding

minimal repairs for GDL descriptions that violate formal

requirements, and we provide complexity results for various

computational problems related to minimal repair. Moreover,

we present an Answer Set Programming-based encoding for

solving the minimal repair problem and demonstrate its

application for automatically repairing ill-defined game

descriptions.</jats:p>","The Game Description Language (GDL) is a widely used formalism for specifying the rules of general games. Writing correct GDL descriptions can be challenging, especially for non-experts. Automated theorem proving has been proposed to assist game design by verifying if a GDL description satisfies desirable logical properties. However, when a description is proved to be faulty, the repair task itself can only be done manually. Motivated by the work on repairing unsolvable planning domain descriptions, we define a more general problem of finding minimal repairs for GDL descriptions that violate formal requirements, and we provide complexity results for various computational problems related to minimal repair. Moreover, we present an Answer Set Programming-based encoding for solving the minimal repair problem and demonstrate its application for automatically repairing ill-defined game descriptions.",Artificial Intelligence in Games,"Formalism (music), Set (abstract data type), Domain (mathematical analysis), Task (project management), Formal description, Automated theorem proving, Computational complexity theory","Computer science, Formalism (music), Set (abstract data type), Domain (mathematical analysis), Artificial intelligence, Theoretical computer science, Task (project management), Programming language, Formal description, Automated theorem proving, Computational complexity theory, Formal language, Automated reasoning, NP-complete, Automated planning and scheduling, Encoding (memory), Frame problem",1
234,xDNN(ASP): Explanation Generation System for Deep Neural Networks powered by Answer Set Programming.,xDNN(ASP): Explanation Generation System for Deep Neural Networks powered by Answer Set Programming,xDNN(ASP): Explanation Generation System for Deep Neural Networks powered by Answer Set Programming,"Ly Ly Trieu, Tran Cao Son","Ly Ly Trieu, Tran Cao Son","Ly Ly Trieu, Tran Cao Son",2,2,10.4204/eptcs.439.30,iclp,2025,,"Explainable artificial intelligence (xAI) has gained significant attention in recent years. Among other things, explainablility for deep neural networks has been a topic of intensive research due to the meteoric rise in prominence of deep neural networks and their ""black-box"" nature. xAI approaches can be characterized along different dimensions such as their scope (global versus local explanations) or underlying methodologies (statistic-based versus rule-based strategies). Methods generating global explanations aim to provide reasoning process applicable to all possible output classes while local explanation methods focus only on a single, specific class. SHAP (SHapley Additive exPlanations), a well-known statistical technique, identifies important features of a network. Deep neural network rule extraction method constructs IF-THEN rules that link input conditions to a class. Another approach focuses on generating counterfactuals which help explain how small changes to an input can affect the model's predictions. However, these techniques primarily focus on the input-output relationship and thus neglect the structure of the network in explanation generation. In this work, we propose xDNN(ASP), an explanation generation system for deep neural networks that provides global explanations. Given a neural network model and its training data, xDNN(ASP) extracts a logic program under answer set semantics that-in the ideal case-represents the trained model, i.e., answer sets of the extracted program correspond one-to-one to input-output pairs of the network. We demonstrate experimentally, using two synthetic datasets, that not only the extracted logic program maintains a high-level of accuracy in the prediction task, but it also provides valuable information for the understanding of the model such as the importance of features as well as the impact of hidden nodes on the prediction. The latter can be used as a guide for reducing the number of nodes used in hidden layers, i.e., providing a means for optimizing the network.",Explainable Artificial Intelligence (XAI),"Artificial neural network, Deep learning, Counterfactual conditional, Focus (optics), Semantics (computer science), Set (abstract data type), Process (computing), Scope (computer science)","Artificial intelligence, Computer science, Artificial neural network, Deep learning, Counterfactual conditional, Focus (optics), Semantics (computer science), Machine learning, Set (abstract data type), Process (computing), Scope (computer science), Stable model semantics, Deep neural networks, Answer set programming, Theoretical computer science, Non-monotonic logic, Knowledge representation and reasoning, Data set, Recurrent neural network, Ideal (ethics)",5
467,Teaching Prolog through Grammars.,Engineering Grammars with Prolog,Engineering Grammars with Prolog,"Helder Coelho, José Carlos Cotta","Helder Coelho, José Carlos Cotta","Hélder Coelho, José Carlos Cotta",2,2,10.1007/978-3-642-83213-0_15,iclp,2024,,,Semantic Web and Ontologies,"Definite clause grammar, Computer science, Natural language processing, Rule-based machine translation, Parsing, Sentence, Syntax, Artificial intelligence, Semantic interpretation, Logical form, Phrase structure grammar, Programming language, Prolog, Linguistics, Context-free grammar, Philosophy","Definite clause grammar, Computer science, Natural language processing, Rule-based machine translation, Parsing, Sentence, Syntax, Artificial intelligence, Semantic interpretation, Logical form, Phrase structure grammar, Programming language, Prolog, Linguistics, Context-free grammar, Philosophy",4
416,On Model Reconciliation: How to Reconcile When Robot Does not Know Human&apos;s Model?,On Model Reconciliation: How to Reconcile When Robot Does not Know Human's Model?,On Model Reconciliation: How to Reconcile When Robot Does not Know Human's Model?,"Ho Tuan Dung, Tran Cao Son","Ho Tuan Dung, Tran Cao Son","Ho Tuan Dung, Tran Cao Son",2,2,10.4204/eptcs.364.4,iclp,2022,,"The Model Reconciliation Problem (MRP) was introduced to address issues in explainable AI planning. A solution to a MRP is an explanation for the differences between the models of the human and the planning agent (robot). Most approaches to solving MRPs assume that the robot, who needs to provide explanations, knows the human model. This assumption is not always realistic in several situations (e.g., the human might decide to update her model and the robot is unaware of the updates). In this paper, we propose a dialog-based approach for computing explanations of MRPs under the assumptions that (i) the robot does not know the human model; (ii) the human and the robot share the set of predicates of the planning domain and their exchanges are about action descriptions and fluents' values; (iii) communication between the parties is perfect; and (iv) the parties are truthful. A solution of a MRP is computed through a dialog, defined as a sequence of rounds of exchanges, between the robot and the human. In each round, the robot sends a potential explanation, called proposal, to the human who replies with her evaluation of the proposal, called response. We develop algorithms for computing proposals by the robot and responses by the human and implement these algorithms in a system that combines imperative means with answer set programming using the multi-shot feature of clingo.","Logic, Reasoning, and Knowledge","Robot, Dialog box, Computer science, Set (abstract data type), Answer set programming, Artificial intelligence, Domain (mathematical analysis), Human–computer interaction, Action (physics), Programming language, Mathematics, World Wide Web","Robot, Dialog box, Computer science, Set (abstract data type), Answer set programming, Artificial intelligence, Domain (mathematical analysis), Human–computer interaction, Action (physics), Programming language, Mathematics, World Wide Web, Mathematical analysis, Physics, Quantum mechanics",2
